ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
0,*/ˈa/,/ˈa/,0,0.0,0.0,1,1
1,*/aelˈunə/,/alˈunə/,1,0.2,0.34615384615384615,6,5
2,*/ˈa/,/ˈa/,0,0.0,0.0,1,1
3,*/adəpˈa/,/adəpˈa/,0,0.0,0.0,5,5
4,*/adəpo̯ˈaset/,/adəpˈost/,3,0.42857142857142855,1.5576923076923077,9,7
5,*/adɨstˈa/,/adəstˈa/,1,0.16666666666666666,0.057692307692307696,6,6
6,*/adəɡˈa/,/adəwɡˈa/,1,0.16666666666666666,0.4807692307692308,5,6
7,*/adˈer/,/adevˈər/,3,0.5,1.1538461538461537,4,6
8,*/adedˈes/,/adˈins/,3,0.6,1.0,6,5
9,*/aʒˈund͡ʒe/,/aʒˈund͡ʒe/,0,0.0,0.0,6,6
10,*/aʒutˈa/,/aʒutˈa/,0,0.0,0.0,5,5
11,*/aʒutˈorʒ/,/aʒutˈor/,1,0.16666666666666666,0.5384615384615384,7,6
12,*/adlˈaterə/,/alˈəturj/,4,0.5714285714285714,1.0,8,7
13,*/adjˈed͡ʒe/,/alˈed͡ʒe/,2,0.4,0.5769230769230769,6,5
14,*/alintˈa/,/alintˈa/,0,0.0,0.0,6,6
15,*/adlunɡˈa/,/alunɡˈa/,1,0.16666666666666666,0.5384615384615384,7,6
16,*/adməd͡ʒj̊/,/aməd͡ʒˈi/,2,0.4,0.75,6,5
17,*/admɨnɨsd͡ʒˈa/,/amenint͡sˈa/,5,0.625,1.0576923076923077,9,8
18,*/adninˈa/,/aninˈa/,1,0.2,0.5384615384615384,6,5
19,*/aduld͡ʒˈa/,/adiˈa/,3,0.75,1.5192307692307692,6,4
20,*/adurmj̊/,/adormˈi/,2,0.3333333333333333,0.15384615384615385,6,6
21,*/adplekˈa/,/aplekˈa/,1,0.16666666666666666,0.5384615384615384,7,6
22,*/adpˈune/,/apˈune/,1,0.2,0.5384615384615384,6,5
23,*/adpˈoj/,/apˈoj/,1,0.25,0.5384615384615384,5,4
24,*/adp?1ˈinde/,/aprˈinde/,2,0.2857142857142857,0.5769230769230769,8,7
25,*/adpro̯ˈape/,/apro̯ˈape/,1,0.14285714285714285,0.5,8,7
26,*/adˈut͡ʃe/,/adˈut͡ʃe/,0,0.0,0.0,5,5
27,*/adumb?1j̍/,/adumbrˈi/,2,0.2857142857142857,0.07692307692307693,7,7
28,*/adunkˈa/,/adɨnkˈa/,1,0.16666666666666666,0.11538461538461539,6,6
29,*/adˈunk/,/adˈɨnk/,1,0.2,0.11538461538461539,5,5
30,*/ˈare/,/ˈajer/,2,0.5,0.8076923076923077,3,4
31,*/ae̯rˈəme/,/arˈamə/,3,0.6,0.46153846153846156,6,5
32,*/aflˈa/,/aflˈa/,0,0.0,0.0,4,4
33,*/ad͡ʒˈest/,/ad͡ʒˈest/,0,0.0,0.0,5,5
34,*/ˈad͡ʒere/,/ˈad͡ʒer/,1,0.25,0.5384615384615384,5,4
35,*/aɡurˈa/,/aɡurˈa/,0,0.0,0.0,5,5
36,*/aɡˈust/,/aɡˈust/,0,0.0,0.0,5,5
37,*/jejstˈa/,/ajeptˈa/,3,0.5,0.5769230769230769,6,6
38,*/jeˈun/,/aʒˈun/,2,0.5,0.4230769230769231,4,4
39,*/jeunˈa/,/aʒunˈa/,2,0.4,0.4230769230769231,5,5
40,*/ˈazə/,/ˈat͡sə/,1,0.3333333333333333,0.09615384615384616,3,3
41,*/akəpd͡ʒˈa/,/akət͡sˈa/,2,0.4,0.7692307692307693,6,5
42,*/ˈaprw̍/,/ˈakru/,2,0.5,0.19230769230769232,4,4
43,*/ɑsˈund͡ʒə/,/osˈɨnzə/,3,0.5,0.40384615384615385,6,6
44,*/ˈak/,/ˈak/,0,0.0,0.0,2,2
45,*/ˈapə/,/ˈapə/,0,0.0,0.0,3,3
46,*/apˈarʒ/,/apˈar/,1,0.25,0.5384615384615384,5,4
47,*/apətˈos/,/apətˈos/,0,0.0,0.0,6,6
48,*/ˈat͡ʃerə/,/ˈat͡ʃerə/,0,0.0,0.0,5,5
49,*/akˈos/,/apˈos/,1,0.25,0.15384615384615385,4,4
50,*/albˈastrw̍/,/albˈastru/,1,0.125,0.038461538461538464,8,8
51,*/albj̊/,/albˈi/,1,0.25,0.11538461538461539,4,4
52,*/albˈazə/,/albe̯ˈat͡sə/,2,0.2857142857142857,0.4807692307692308,6,7
53,*/albo̯ˈare/,/albo̯ˈare/,0,0.0,0.0,7,7
54,*/ˈalb/,/ˈalb/,0,0.0,0.0,3,3
55,*/ale̯ˈat/,/aluˈat/,1,0.2,0.2692307692307692,5,5
56,*/altˈarʒ/,/altˈar/,1,0.2,0.5384615384615384,6,5
57,*/ˈalter/,/ˈalt/,2,0.6666666666666666,1.25,5,3
58,*/alte̯ˈazə/,/altˈit͡sə/,3,0.5,0.6153846153846154,7,6
59,*/albd͡ʒˈarʒ/,/albjˈer/,3,0.5,0.8653846153846154,7,6
60,*/a?1o̯ˈarə/,/albio̯ˈarə/,3,0.375,1.3461538461538463,6,8
61,*/a?1ˈinə/,/albˈinə/,2,0.3333333333333333,0.6923076923076923,5,6
62,*/əmˈar/,/amˈar/,1,0.25,0.09615384615384616,4,4
63,*/əməre̯ˈazə/,/aməre̯ˈat͡sə/,2,0.25,0.19230769230769232,8,8
64,*/əmindwj̊/,/amɨndˈoj/,4,0.5714285714285714,0.28846153846153844,7,7
65,*/əmət͡sj̊/,/amet͡sˈi/,3,0.6,0.2692307692307692,5,5
66,*/əmurt͡sj̊/,/amort͡sˈi/,3,0.5,0.25,6,6
67,*/əmut͡sj̊/,/amut͡sˈi/,2,0.4,0.21153846153846154,5,5
68,*/apərˈa/,/apərˈa/,0,0.0,0.0,5,5
69,*/apəsˈa/,/apəsˈa/,0,0.0,0.0,5,5
70,*/ap?1ˈik/,/ˈapriɡ/,4,0.8,0.23076923076923078,5,5
71,*/arˈa/,/arˈa/,0,0.0,0.0,3,3
72,*/arəto̯ˈare/,/arətˈor/,3,0.5,1.1923076923076923,8,6
73,*/arətˈorʒ/,/arətˈor/,1,0.16666666666666666,0.5384615384615384,7,6
74,*/arˈatrw̍/,/arˈat/,2,0.5,1.25,6,4
75,*/arˈat/,/arˈat/,0,0.0,0.0,4,4
76,*/arətˈurə/,/arətˈurə/,0,0.0,0.0,7,7
77,*/ˈarbure/,/ˈarbure/,0,0.0,0.0,6,6
78,*/arburˈet/,/arburˈet/,0,0.0,0.0,7,7
79,*/ˈarde/,/ˈarde/,0,0.0,0.0,4,4
80,*/ard͡ʒˈint/,/ard͡ʒˈint/,0,0.0,0.0,6,6
81,*/ard͡ʒintˈarʒ/,/ard͡ʒintˈar/,1,0.125,0.5384615384615384,9,8
82,*/ard͡ʒintˈos/,/ard͡ʒintˈos/,0,0.0,0.0,8,8
83,*/arkˈarʒ/,/arkˈar/,1,0.2,0.5384615384615384,6,5
84,*/ˈark/,/ˈark/,0,0.0,0.0,3,3
85,*/asˈurə/,/arsˈurə/,1,0.16666666666666666,0.4230769230769231,5,6
86,*/ˈaskje/,/ˈaʃkje/,1,0.2,0.11538461538461539,5,5
87,*/bəpteʒˈune/,/boteʒˈune/,2,0.25,0.5576923076923077,9,8
88,*/bəptezˈa/,/botezˈa/,2,0.3333333333333333,0.5576923076923077,7,6
89,*/bəsˈerekə/,/bisˈerikə/,2,0.25,0.1346153846153846,8,8
90,*/bətˈald͡ʒə/,/bətˈaje/,3,0.5,0.9615384615384616,7,6
91,*/brˈakəe̯/,/brˈat͡ʃe/,3,0.6,0.7115384615384616,6,5
92,*/bro̯ˈatək/,/bro̯ˈatek/,1,0.14285714285714285,0.057692307692307696,7,7
93,*/dɨmnˈa/,/dəwnˈa/,2,0.4,0.3076923076923077,5,5
94,*/deto̯ˈare/,/datˈor/,4,0.8,1.2307692307692308,7,5
95,*/derəmˈa/,/dərɨmˈa/,2,0.3333333333333333,0.11538461538461539,6,6
96,*/desederˈa/,/deʃiderˈa/,2,0.25,0.15384615384615385,8,8
97,*/d͡ʒˈɨnə/,/zˈɨnə/,1,0.25,0.17307692307692307,4,4
98,*/dskɨrəkˈa/,/deskərkˈa/,3,0.375,1.3461538461538463,8,8
99,*/duro̯ˈare/,/duro̯ˈare/,0,0.0,0.0,7,7
100,*/duplekˈa/,/duplekˈa/,0,0.0,0.0,7,7
101,*/kəɑlˈɑre/,/kəlˈare/,2,0.3333333333333333,0.5192307692307693,7,6
102,*/kˈae̯r/,/t͡ʃˈer/,3,1.0,0.5961538461538461,4,3
103,*/kɨntet͡ʃˈel/,/kɨntet͡ʃˈel/,0,0.0,0.0,8,8
104,*/kəpˈəstrw̍/,/kəpˈəstru/,1,0.125,0.038461538461538464,8,8
105,*/kəpet͡sˈinə/,/kəpət͡sˈɨnə/,2,0.25,0.09615384615384616,8,8
106,*/kˈɑurə/,/ɡˈawrə/,3,0.6,0.19230769230769232,5,5
107,*/t͡ʃe̯ˈapə/,/t͡ʃe̯ˈapə/,0,0.0,0.0,5,5
108,*/t͡ʃerɨsd͡ʒˈɑrʒ/,/t͡ʃireʃˈar/,6,0.8571428571428571,1.4230769230769231,9,7
109,*/t͡ʃe?1e̯ˈasd͡ʒə/,/t͡ʃire̯ˈaʃə/,4,0.5714285714285714,0.75,8,7
110,*/t͡ʃertˈɑ/,/t͡ʃertˈa/,1,0.2,0.07692307692307693,5,5
111,*/t͡ʃeko̯ˈard͡ʒə/,/t͡ʃiko̯ˈare/,3,0.42857142857142855,0.6923076923076923,8,7
112,*/kukˈutə/,/kukˈutə/,0,0.0,0.0,6,6
113,*/kunˈɑt/,/kumnˈat/,2,0.3333333333333333,0.5,5,6
114,*/kustˈorʒ/,/kuptˈor/,2,0.3333333333333333,0.7307692307692307,7,6
115,*/kuminekˈɑ/,/kuminekˈa/,1,0.125,0.07692307692307693,8,8
116,*/kurnˈut/,/kornˈut/,1,0.16666666666666666,0.038461538461538464,6,6
117,*/kˈor/,/kˈorb/,1,0.25,0.4230769230769231,3,4
118,*/kutezˈɑ/,/kutezˈa/,1,0.16666666666666666,0.07692307692307693,6,6
119,*/kre̯ˈastə/,/kre̯ˈastə/,0,0.0,0.0,7,7
120,*/kukˈutə/,/kukˈutə/,0,0.0,0.0,6,6
121,*/kurd͡ʒˈa/,/krut͡sˈa/,3,0.6,0.9230769230769231,5,5
122,*/kˈodrw̍/,/kˈodru/,1,0.2,0.038461538461538464,5,5
123,*/pˈae̯re/,/t͡ʃˈere/,3,0.75,0.5961538461538461,5,4
124,*/ekwj̊/,/at͡ʃˈi/,4,1.3333333333333333,0.8653846153846154,4,3
125,*/ekwˈo/,/akˈo/,2,0.6666666666666666,0.4230769230769231,4,3
126,*/ekd͡ʒˈel/,/at͡ʃˈel/,3,0.75,0.75,5,4
127,*/et͡ʃˈest/,/at͡ʃˈest/,1,0.2,0.038461538461538464,5,5
128,*/sˈalbəd/,/sˈarbəd/,1,0.16666666666666666,0.038461538461538464,6,6
129,*/skədˈe/,/skəde̯ˈa/,2,0.3333333333333333,0.4423076923076923,5,6
130,*/skɨmd͡ʒˈa/,/skimbˈa/,2,0.3333333333333333,0.28846153846153844,6,6
131,*/skəpˈa/,/skəpˈa/,0,0.0,0.0,5,5
132,*/skərmɨnˈa/,/skərmənˈa/,1,0.125,0.057692307692307696,8,8
133,*/smˈuld͡ʒe/,/smˈuld͡ʒe/,0,0.0,0.0,6,6
134,*/smˈult/,/smˈult/,0,0.0,0.0,5,5
135,*/spˈa/,/spəlˈa/,2,0.4,1.1730769230769231,3,5
136,*/erˈez/,/arˈit͡ʃj/,4,0.8,0.9230769230769231,4,5
137,*/fəwrekˈa/,/ferekˈa/,2,0.3333333333333333,0.6153846153846154,7,6
138,*/fˈalt͡ʃe/,/fˈalt͡ʃe/,0,0.0,0.0,5,5
139,*/fˈalt͡ʃj̊/,/fˈəlt͡ʃj/,2,0.4,0.1346153846153846,5,5
140,*/fˈarmək/,/fˈarmek/,1,0.16666666666666666,0.057692307692307696,6,6
141,*/fəwrˈarʒ/,/fəwrˈar/,1,0.16666666666666666,0.5384615384615384,7,6
142,*/flˈakurə/,/flˈakərə/,1,0.14285714285714285,0.17307692307692307,7,7
143,*/furtˈunə/,/furtˈunə/,0,0.0,0.0,7,7
144,*/fusˈɑt/,/sˈat/,3,1.0,1.6730769230769231,5,3
145,*/frˈin/,/frˈɨnə/,2,0.4,0.5,4,5
146,*/f?1ˈid͡ʒe/,/frˈid͡ʒe/,1,0.2,0.038461538461538464,5,5
147,*/ɡəlinˈɑz/,/ɡəjnˈat͡s/,4,0.6666666666666666,0.8461538461538461,7,6
148,*/ɡjˈɑndə/,/ɡˈində/,2,0.4,0.6153846153846154,6,5
149,*/ɡjˈɑndurə/,/ɡˈindurə/,2,0.2857142857142857,0.6153846153846154,8,7
150,*/ɡˈurə/,/ɡˈurə/,0,0.0,0.0,4,4
151,*/d͡ʒˈir/,/ʒˈur/,2,0.6666666666666666,0.21153846153846154,3,3
152,*/inperd͡ʒˈir/,/ɨmpreʒˈur/,6,0.75,0.8846153846153846,8,8
153,*/ˈae̯d/,/jˈed/,2,0.6666666666666666,0.23076923076923078,3,3
154,*/ˈomne/,/ˈom/,2,1.0,0.9807692307692307,4,2
155,*/urj̊/,/urˈɨ/,1,0.3333333333333333,0.15384615384615385,3,3
156,*/impərˈɑt/,/ɨmpərˈat/,2,0.2857142857142857,0.11538461538461539,7,7
157,*/inˈɑlt/,/ɨnˈalt/,2,0.4,0.11538461538461539,5,5
158,*/inəld͡ʒˈɑ/,/ɨnəlt͡sˈa/,3,0.5,0.2692307692307692,6,6
159,*/inkɨrəkˈɑ/,/ɨnkərkˈa/,4,0.5714285714285714,0.7115384615384616,8,7
160,*/inkund͡ʒerˈɑ/,/ɨnkunʒurˈa/,4,0.4444444444444444,0.36538461538461536,9,9
161,*/inderestˈɑ/,/ɨndreptˈa/,4,0.5,0.9423076923076923,9,8
162,*/ifɨsd͡ʒˈɑ/,/ɨnfəʃˈa/,6,1.0,1.1538461538461537,6,6
163,*/inɡɨnˈɑ/,/ɨnɡənˈa/,3,0.5,0.17307692307692307,6,6
164,*/ined͡ʒˈɑ/,/ɨnvət͡sˈa/,5,0.8333333333333334,0.8076923076923077,5,6
165,*/ʒudekˈɑtə/,/ʒudekˈatə/,1,0.125,0.07692307692307693,8,8
166,*/inˈarʒ/,/amnˈar/,3,0.6,1.0192307692307692,5,5
167,*/mɨnˈarʒ/,/mɨnˈer/,2,0.4,0.5769230769230769,6,5
168,*/mɨstekˈa/,/mestekˈa/,1,0.14285714285714285,0.07692307692307693,7,7
169,*/mstekˈa/,/mestekˈa/,1,0.14285714285714285,0.6730769230769231,6,7
170,*/pəˈune/,/pəˈun/,1,0.25,0.5769230769230769,5,4
171,*/pjˈeptine/,/pjˈepten/,2,0.2857142857142857,0.6153846153846154,8,7
172,*/pəkˈulʒ/,/pəkˈuj/,2,0.4,0.8461538461538461,6,5
173,*/pjˈarɡurə/,/pˈɨrɡje/,5,0.8333333333333334,1.4615384615384615,8,6
174,*/pstˈald͡ʒə/,/pəstˈaje/,4,0.5714285714285714,1.5576923076923077,7,7
175,*/pˈaturə/,/pˈəturə/,1,0.16666666666666666,0.09615384615384616,6,6
176,*/plˈɑɡə/,/plˈaɡə/,1,0.2,0.07692307692307693,5,5
177,*/plˈop/,/plˈop/,0,0.0,0.0,4,4
178,*/prˈae̯də/,/prˈadə/,1,0.2,0.40384615384615385,6,5
179,*/prəe̯dˈɑ/,/prədˈa/,2,0.4,0.5,6,5
180,*/prˈae̯etre/,/prˈeot/,5,1.0,1.3269230769230769,8,5
181,*/priməe̯ˈarə/,/prˈiməvarə/,3,0.3333333333333333,0.40384615384615385,9,9
182,*/pˈunɡə/,/pˈunɡə/,0,0.0,0.0,5,5
183,*/səd͡ʒe̯ˈatə/,/səd͡ʒe̯ˈatə/,0,0.0,0.0,7,7
184,*/səd͡ʒetˈɑ/,/səd͡ʒetˈa/,1,0.16666666666666666,0.07692307692307693,6,6
185,*/sˈant/,/sˈɨnt/,1,0.25,0.11538461538461539,4,4
186,*/sˈapə/,/sˈapə/,0,0.0,0.0,4,4
187,*/səpˈa/,/səpˈa/,0,0.0,0.0,4,4
188,*/srˈet/,/səkrˈet/,2,0.3333333333333333,1.2884615384615385,4,6
189,*/ʃˈarə/,/ʃˈarə/,0,0.0,0.0,4,4
190,*/ʃt͡ʃinte̯ˈald͡ʒə/,/skɨntˈeje/,8,1.0,1.8461538461538463,10,8
191,*/skɨnte̯ˈald͡ʒə/,/skɨntˈeje/,5,0.625,1.4423076923076923,10,8
192,*/strˈamb/,/strˈɨmb/,1,0.16666666666666666,0.11538461538461539,6,6
193,*/stˈupə/,/stˈupə/,0,0.0,0.0,5,5
194,*/astupˈa/,/astupˈa/,0,0.0,0.0,6,6
195,*/stˈurə/,/stˈurə/,0,0.0,0.0,5,5
196,*/ulˈɑ/,/urlˈa/,2,0.5,0.5,3,4
197,*/eʃˈikə/,/bəʃˈikə/,2,0.3333333333333333,0.5769230769230769,5,6
198,*/ˈesk/,/vˈɨsk/,2,0.5,0.7307692307692307,3,4
199,*/ˈitrek/,/vˈitreɡ/,2,0.3333333333333333,0.7307692307692307,5,6
200,*/fˈət/,/fˈət/,0,0.0,0.0,3,3
201,*/fˈatə/,/fˈatə/,0,0.0,0.0,4,4
202,*/ʒˈuij̊/,/ʒˈune/,2,0.5,0.5,4,4
203,*/ʒˈuine/,/ʒˈune/,1,0.25,0.5769230769230769,5,4
204,*/mˈaskur/,/mˈaskur/,0,0.0,0.0,6,6
205,*/nˈat/,/nˈat/,0,0.0,0.0,3,3
206,*/t͡sˈiner/,/tˈɨnər/,3,0.6,0.17307692307692307,5,5
207,*/eterˈɨn/,/bətrˈɨn/,3,0.5,1.0961538461538463,6,6
208,*/kˈorp/,/kˈorp/,0,0.0,0.0,4,4
209,*/stˈat/,/stˈat/,0,0.0,0.0,4,4
210,*/bˈarbə/,/bˈarbə/,0,0.0,0.0,5,5
211,*/bˈukə/,/bˈukə/,0,0.0,0.0,4,4
212,*/kəpet͡sˈinə/,/kəpət͡sˈɨnə/,2,0.25,0.09615384615384616,8,8
213,*/t͡ʃe?1ˈewr/,/krˈejer/,5,0.8333333333333334,1.2115384615384615,6,6
214,*/dˈinte/,/dˈinte/,0,0.0,0.0,5,5
215,*/flˈok/,/flˈok/,0,0.0,0.0,4,4
216,*/frˈonte/,/frˈunte/,1,0.16666666666666666,0.038461538461538464,6,6
217,*/d͡ʒˈinəe̯/,/d͡ʒe̯ˈanə/,3,0.6,0.8461538461538461,5,5
218,*/d͡ʒind͡ʒˈia/,/d͡ʒind͡ʒˈije/,2,0.2857142857142857,0.23076923076923078,6,7
219,*/ɡˈurə/,/ɡˈurə/,0,0.0,0.0,4,4
220,*/lˈimbə/,/lˈimbə/,0,0.0,0.0,5,5
